369,0,39280,1733,0,cartree
9,8,2544,52,0,uibox-con
284,0,33305,1472,0,cartree
346,0,38607,1658,0,cartree
284,0,33308,1472,0,cartree
296,0,34307,1508,0,cartree
284,0,33312,1472,0,cartree
284,0,33310,1472,0,cartree
289,0,33741,1487,0,cartree
295,0,34220,1505,0,cartree
363,0,38793,1713,0,cartree
299,0,34580,1517,0,cartree
391,0,41252,1800,0,cartree
2,1,319,7,0,uibox-con
371,0,39536,1740,0,cartree
2,1,325,7,0,uibox-con
2,1,368,7,0,uibox-con
433,0,44763,1926,0,cartree
26,13,4042,81,0,uibox-con
386,0,40832,1785,0,cartree
371,0,39522,1740,0,cartree
371,0,39525,1740,0,cartree
371,0,39507,1740,0,cartree
400,0,41923,1827,0,cartree
2,1,358,8,0,uibox-con
16,8,2517,50,0,uibox-con
379,0,40162,1764,0,cartree
8,4,1272,25,0,uibox-con
433,0,44805,1926,0,cartree
461,0,46982,2010,0,cartree
371,0,39508,1740,0,cartree
406,0,42463,1845,0,cartree
24,12,3521,73,0,uibox-con
433,0,44805,1926,0,cartree
433,0,44805,1926,0,cartree
32,16,4522,97,0,uibox-con
4,2,676,13,0,uibox-con
313,0,35863,1563,0,cartree
376,0,39939,1755,0,cartree
386,0,40758,1785,0,cartree
391,0,41234,1800,0,cartree
391,0,41234,1800,0,cartree
42,21,6474,133,0,uibox-con
2,1,370,7,0,uibox-con
433,0,44745,1926,0,cartree
433,0,44745,1926,0,cartree
32,16,4870,106,0,uibox-con
2,1,356,7,0,uibox-con
18,9,2825,58,0,uibox-con
2,1,361,7,0,uibox-con
17,8,3572,44,0,uibox-con
433,0,44745,1926,0,cartree
433,0,44805,1926,0,cartree
6,0,1184,33,0,uibox-con-search
5,2,938,16,0,uibox-con
28,0,5581,144,0,uibox-con-search
17,8,3691,44,0,uibox-con
6,0,1237,34,0,uibox-con-search
5,2,940,16,0,uibox-con
5,2,935,16,0,uibox-con
14,0,3484,92,0,uibox-con-search
19,0,4130,106,0,uibox-con-search
17,8,3503,44,0,uibox-con
17,8,3171,44,0,uibox-con
5,2,940,16,0,uibox-con
6,0,1263,35,0,uibox-con-search
7,0,1323,37,0,uibox-con-search
42,0,8663,220,0,uibox-con-search
371,0,39508,1740,0,cartree
17,8,3027,44,0,uibox-con
17,8,3199,44,0,uibox-con
5,0,1191,35,0,uibox-con-search
17,8,3528,44,0,uibox-con
12,0,2323,63,0,uibox-con-search
17,8,3036,44,0,uibox-con
17,8,3405,44,0,uibox-con
17,8,3463,44,0,uibox-con
